approach,f1,f1,f1,precision,precision,precision,recall,recall,recall
,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10
algorithm_centroid_sliding_window,0.0,0.9275388949640918,0.9278604679152127,0.0,0.9356916660230169,0.9360160654977987,0.0,0.9195269685607154,0.9198457638182563
algorithm_gradient_boosting,0.31963678787895633,0.3202201592582492,0.3203511537445362,0.9709530780491563,0.9727251714307728,0.9731874566607597,0.1913075159777147,0.19165667268835487,0.19173257632110272
algorithm_hmm-gem,0.0280315031753664,0.9712787004040528,0.9716425490127109,0.027993943981831946,0.9699772899318698,0.9703406510219531,0.028069163390159853,0.9725836078514718,0.9729479452886615
algorithm_hsw,0.9108215435674885,0.971192030127595,0.972982113564479,0.9182196852823202,0.9790805307004011,0.9809318111693922,0.9035416635040153,0.9634296297420795,0.9651602325687307
asw,0.9452348055312824,0.9676905090370443,0.9694289621444858,0.9453783426723156,0.9678374561523393,0.9695989552488118,0.9450913120701957,0.9675436066370137,0.9692590287371153
sspe,0.9597177345107519,0.9905047856599319,0.9906114734609438,0.9635506725222261,0.9944606815503971,0.994567795443069,0.955915170100041,0.9865802377301778,0.9866865028160248
temporal-dbscan,0.9286666050648066,0.9546348678467351,0.9580630433414399,0.9453530429312785,0.9718194684698852,0.9753892121402736,0.9125590150744615,0.938047454951194,0.9413416726124513
temporal-dbscan-sweep,0.9306317887738066,0.9557662048970332,0.9570421107687441,0.9440401074529893,0.9695445742487662,0.9709814456175423,0.9175990162889196,0.9423739620178222,0.9434973357824905
ti_baseline,0.008970844704581343,0.946860204285942,0.9468913530524508,0.00920966375133908,0.9720672177541851,0.9720991957533217,0.008744098492553854,0.9229274513078196,0.9229578127609187
ti_dropout_filter,0.008970844704581343,0.946860204285942,0.9468913530524508,0.00920966375133908,0.9720672177541851,0.9720991957533217,0.008744098492553854,0.9229274513078196,0.9229578127609187
Trackintel_Hyperband_Search ,0.00019830066540913995,0.9799411198914262,0.981954261287307,0.00019926120077865146,0.9846875431093944,0.9867874496099078,0.00019734944514444462,0.975240234997647,0.9771681872694428
