approach,f1,f1,f1,f1,precision,precision,precision,precision,recall,recall,recall,recall
,r 0.0001,r 0.0005,r 0.001,r 0.01,r 0.0001,r 0.0005,r 0.001,r 0.01,r 0.0001,r 0.0005,r 0.001,r 0.01
algorithm_centroid_sliding_window,0.2531620622413077,0.4227203941082794,0.5228928382399001,0.56732007737416,0.23600430434896721,0.3940710217579591,0.48745439752237474,0.5288706333167108,0.2730101862675148,0.45586203755711746,0.5638880876838765,0.6117984606743279
algorithm_gradient_boosting,0.24451799749232075,0.24937939592012384,0.24937939592012384,0.24937939592012384,0.8243396390898788,0.840728794350972,0.840728794350972,0.840728794350972,0.1435489502527591,0.14640292684407877,0.14640292684407877,0.14640292684407877
algorithm_hmm-gem,0.7438787591260209,0.7622701080880542,0.7622701080880542,0.7622701080880542,0.7747998092638572,0.7939556374040153,0.7939556374040153,0.7939556374040153,0.7153310157424134,0.7330165621726655,0.7330165621726655,0.7330165621726655
algorithm_hsw,0.7045559320439378,0.7334783768640217,0.7335107285920084,0.7335107285920084,0.7539814430134331,0.7849328347874256,0.7849674560310206,0.7849674560310206,0.6612117255931869,0.6883548646638228,0.688385226116922,0.688385226116922
asw,0.5447616500140259,0.5587517549815996,0.5589356153814123,0.5590024737086171,0.6059907405685812,0.62155327891713,0.621757804510719,0.6218321774538423,0.49477023970367223,0.5074765078256646,0.5076434958177098,0.5077042187239081
sspe,0.7771697135758044,0.7934838889053939,0.7934838889053939,0.7934838889053939,0.8176226073547652,0.834785960913144,0.834785960913144,0.834785960913144,0.7405310218147041,0.7560760858014665,0.7560760858014665,0.7560760858014665
temporal-dbscan,0.6778427191251065,0.6916794537317639,0.691741829020066,0.691741829020066,0.6969847554622253,0.7116041229181027,0.7116682429508039,0.7116682429508039,0.6597240143913288,0.6728401621301595,0.6729008850363578,0.6729008850363578
temporal-dbscan-sweep,0.7157557609663783,0.7290568673866139,0.7291210409159219,0.7291210409159219,0.758951504533161,0.7731888618619129,0.7732569018013574,0.7732569018013574,0.6772122113764365,0.6896907686001852,0.6897514915063835,0.6897514915063835
ti_baseline,0.014129293672152885,0.018708888862310053,0.018708888862310053,0.0187186082541653,0.007708451212780645,0.010206919068179398,0.010206919068179398,0.010212452773285485,0.08458700833421888,0.11200340048274711,0.11200340048274711,0.11203376193584624
ti_dropout_filter,0.01414021404263767,0.01870468529510015,0.01870468529510015,0.018711876573106544,0.007715205048542076,0.010205678778753682,0.010205678778753682,0.010209834185422557,0.08455664688111973,0.11185159321725138,0.11185159321725138,0.11186677394380096
Trackintel_Hyperband_Search ,0.7318596003262184,0.7477138070029642,0.7477138070029642,0.7477301515459299,0.7926255044962118,0.8097960773206826,0.8097960773206826,0.8098137789421511,0.6797473927102151,0.6944726974633006,0.6944726974633006,0.6944878781898501
