approach,f1,f1,f1,precision,precision,precision,recall,recall,recall
,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10
algorithm_centroid_sliding_window,0.0,0.7355144436233945,0.7418966245741799,0.0,0.7750689353688883,0.7817943372116484,0.0,0.6998011324822005,0.7058734231020297
algorithm_gradient_boosting,0.2460247805630661,0.24801239026879657,0.2503613835573872,0.8211424140604807,0.8277763418626691,0.8356164383561644,0.14468750474397704,0.14585642068829413,0.14723786680430526
algorithm_hmm-gem,0.021545041807915097,0.7817749615903977,0.7903611775337286,0.022617259222166584,0.8206810215322985,0.8296945418127191,0.02056988447467096,0.7463907822628391,0.7545883745996084
algorithm_hsw,0.7313479749653028,0.7847995163717104,0.7907636509677208,0.7795436582935295,0.8365176454417373,0.8428748152984433,0.6887647442806613,0.7391040335190442,0.7447209023423861
asw,0.7581965582310067,0.7813482054985555,0.7909263335233665,0.7965563356736878,0.8208793045804079,0.8309595453025744,0.7233616200871373,0.7454495772167656,0.7545731938730588
sspe,0.7643651140980979,0.7938005497728262,0.8022471014282705,0.8044346046761263,0.8354131025460401,0.8443024386971252,0.728098006770604,0.7561368087076648,0.7641825937789383
temporal-dbscan,0.6980474645741811,0.7221842161507853,0.732895880639122,0.7245304589253634,0.7496162012085579,0.7608525232729054,0.6734322104655929,0.6966890835395382,0.7069208932339501
temporal-dbscan-sweep,0.7117210056681607,0.7412825753458577,0.7520212567205222,0.7448273573478903,0.7757719557318025,0.7870878892963215,0.6814324533572177,0.7097293276456211,0.7199459566134835
ti_baseline,0.005557787549295641,0.6488047408103108,0.6536929154453718,0.006194145413160693,0.7230918487285211,0.7285397115617829,0.005040001214458124,0.5883594188817877,0.592792191034263
ti_dropout_filter,0.005561884290146111,0.6489144273444917,0.6537559471461403,0.006204331819625871,0.7238698585337594,0.7292706172562651,0.005040001214458124,0.5880254428976971,0.5924126728705236
Trackintel_Hyperband_Search ,0.00014716096897854345,0.7639128479247894,0.7698646935692319,0.00015945572446050813,0.8277346656744977,0.8341837638637893,0.00013662653894615397,0.7092283636694853,0.7147541481335297
