approach,f1,f1,f1,precision,precision,precision,recall,recall,recall
,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10
algorithm_centroid_sliding_window,0.000333633020696954,0.004026215623147742,0.01827263671786734,0.0001839464622262822,0.002219828493306999,0.010087436924290443,0.001791325732849574,0.02161735460659147,0.09689857756592231
algorithm_gradient_boosting,0.1425387362506759,0.1542468916791246,0.1574693197786976,0.6168506682161534,0.6675188843695525,0.6814642649622312,0.0805792965251317,0.08719809330074538,0.0890197804866941
algorithm_hmm-gem,0.034062672507532664,0.4870927663783223,0.503778989459493,0.03945553756670864,0.5642101896823969,0.5835382063120865,0.029966754208856437,0.4285215490413371,0.4432013116147739
algorithm_hsw,0.3860352472871169,0.43618988393191077,0.44702263090054173,0.4186587162150171,0.47305187314770447,0.48480008518341056,0.3581285200309687,0.4046574469054089,0.414707087881226
asw,0.32880776206196544,0.3653396834011588,0.38533263277567725,0.3866215245716631,0.42958859136144456,0.4532266338360521,0.28603524964704813,0.3178085103153037,0.3351297193083661
sspe,0.47472042556289673,0.5256443332877795,0.5401813118381741,0.5733935095637224,0.6349022136256178,0.6524607779926929,0.4050217843425986,0.4484690237274756,0.46087167731847645
temporal-dbscan,0.24580364678684968,0.296199553662496,0.3321349780142792,0.2450016585748319,0.2955278791351286,0.3327402671813275,0.2466109027978079,0.296874288403443,0.33153188711611736
temporal-dbscan-sweep,0.33518686937073827,0.38994336821578507,0.40292260845130756,0.37374246411706513,0.43550404091307837,0.4503238329880359,0.30384224188969683,0.3530126151837627,0.3645499673614379
ti_baseline,3.53582933465741e-05,0.00043313955784897174,0.010808235676872583,2.4940454664488535e-05,0.00030552056963998453,0.007625544013667369,6.072290619829065e-05,0.0007438556009290605,0.018550847843577793
ti_dropout_filter,2.6735900990333235e-05,0.0004010390954897986,0.010718495420665422,1.8922191946715107e-05,0.00028383287920072663,0.007587798970632758,4.5542179648717986e-05,0.0006831326947307698,0.01824723331258634
Trackintel_Hyperband_Search ,0.001298904102727884,0.3983525291140317,0.4118183835545574,0.001416582986659016,0.43444269114904605,0.44912853249175155,0.0011992773974162404,0.3677986428430465,0.38023165788714647
