approach,f1,f1,f1,precision,precision,precision,recall,recall,recall
,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10
algorithm_centroid_sliding_window,0.0,0.8712209503756758,0.8753733704338714,0.0,0.8861516721620348,0.8903752551420945,0.0,0.8567850257313315,0.8608686411731665
algorithm_gradient_boosting,0.30790044668668776,0.3080280791053221,0.30823229097513705,0.9667387993908793,0.9671395367476157,0.9677807165183938,0.18310992364094544,0.1831858272736933,0.1833072730860899
algorithm_hmm-gem,0.007662658338542929,0.9403528207468949,0.94513813552367,0.007768141261621015,0.9532975603668808,0.9581487489860859,0.0075600018216871855,0.9277549223505837,0.9324761283075008
algorithm_hsw,0.9115593662762402,0.9335168275607517,0.9380629498266998,0.9288302766748597,0.9512037562236088,0.9558360118484905,0.894919010823858,0.9164756425242512,0.9209387761298256
asw,0.9054584594394077,0.9301295502795103,0.9346672964290081,0.9241140581038788,0.9492934593620586,0.9539246988903992,0.8875411777207657,0.9117240751142349,0.9161720279932598
sspe,0.9361165570560708,0.9407296351324171,0.9453119593549213,0.948373629112662,0.953047108673978,0.9576894317048853,0.9241722708848845,0.9287264888497564,0.933250345361529
temporal-dbscan,0.8849356606427948,0.9021498269531006,0.9084476926763835,0.9070160339166746,0.9246597175735551,0.9311147237894871,0.8639047864830811,0.880709850773458,0.8868580450260349
temporal-dbscan-sweep,0.8834642983954892,0.9047751894232167,0.9093473442255291,0.9023729994142696,0.9241400053823869,0.9288100175719103,0.8653317747787409,0.8862052737844033,0.8906835881165273
ti_baseline,0.006615075358784761,0.8136226241410094,0.8172150215519512,0.006908519957028345,0.8497148995950747,0.8534666556482935,0.006345543697721373,0.7804715133666297,0.7839175382933827
ti_dropout_filter,0.006588742070528426,0.8138838733702212,0.8174316575889167,0.006887075145274242,0.8507358906014602,0.8544443156796848,0.006315182244622228,0.7800919952028904,0.7834924779499947
Trackintel_Hyperband_Search ,0.0011904393303700665,0.9256825700622583,0.9301969635565844,0.001212770313902758,0.9430470460380211,0.9476461230725615,0.001168915944317095,0.9089460021556631,0.9133787743081384
