approach,f1,f1,f1,precision,precision,precision,recall,recall,recall
,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10,t = 1,t = 5,t = 10
algorithm_centroid_sliding_window,0.0032368278594004886,0.6271853582995692,0.6367948475366609,0.002883451598357738,0.558713244891663,0.5673517336307758,0.003688916551546157,0.7147845095866289,0.7256083676164741
algorithm_gradient_boosting,0.31617329434444574,0.3227544149136237,0.3232626095521703,0.9693074705928176,0.9894835241878943,0.9910415206045026,0.18889378045633265,0.19282558863267196,0.19312920316366342
algorithm_hmm-gem,0.07178383579526972,0.9368618273527682,0.9378851608616735,0.0711664130337481,0.9288037477993615,0.929818279473637,0.0724120656414616,0.9450609506170965,0.9460932400224675
algorithm_hsw,0.8108183035833219,0.8991020684269155,0.9147966176899339,0.8228067707600694,0.9123958675231709,0.928322470733499,0.7991741684757032,0.8861900930578538,0.9016592534118683
asw,0.6436415444209177,0.6883684445938061,0.7047774067282997,0.6807476762101485,0.7280530958468077,0.7455598259485634,0.6103714723786681,0.6527864223581741,0.6682252212590895
sspe,0.9090728668415944,0.983512205497839,0.9861380394291093,0.9142370227073834,0.9890992277340211,0.9917399781984555,0.9039667238474033,0.9779879465031196,0.9805990314696461
temporal-dbscan,0.8715600460862419,0.9189875472173847,0.9302554781416803,0.88491020586947,0.93359301670734,0.9461548088354922,0.8586067129172802,0.904832025260729,0.9148816662365461
temporal-dbscan-sweep,0.8794839222250225,0.9279481024537007,0.9361285621250635,0.9006666772741014,0.9505004057343792,0.9595379401422457,0.8592746648854614,0.9064411822749837,0.9138341961046256
ti_baseline,0.0026538780695225324,0.019169802427460525,0.03522659703151959,0.0014295288071180675,0.010325939610036748,0.018975879928969555,0.018490124937379504,0.13356003218314028,0.2452901795879951
ti_dropout_filter,0.0026538780695225324,0.019169802427460525,0.03522659703151959,0.0014295288071180675,0.010325939610036748,0.018975879928969555,0.018490124937379504,0.13356003218314028,0.2452901795879951
Trackintel_Hyperband_Search ,0.00012251331161738485,0.9498614067096786,0.9595093339367418,0.0001235998455001931,0.9582850521436849,0.9680185399768251,0.0001214458123965813,0.9415845642372443,0.9511484219634752
