approach,f1,f1,f1,f1,precision,precision,precision,precision,recall,recall,recall,recall
,r 0.0001,r 0.0005,r 0.001,r 0.01,r 0.0001,r 0.0005,r 0.001,r 0.01,r 0.0001,r 0.0005,r 0.001,r 0.01
algorithm_centroid_sliding_window,0.5126154843089747,0.7390227147682878,0.8712209503756758,0.9274870139895164,0.521400533835767,0.7516878630868268,0.8861516721620348,0.9433820065944418,0.504121567258209,0.7267772835607912,0.8567850257313315,0.9121187740045239
algorithm_gradient_boosting,0.3080280791053221,0.3080280791053221,0.3080280791053221,0.3080280791053221,0.9671395367476157,0.9671395367476157,0.9671395367476157,0.9671395367476157,0.1831858272736933,0.1831858272736933,0.1831858272736933,0.1831858272736933
algorithm_hmm-gem,0.9403528207468949,0.9403528207468949,0.9403528207468949,0.9403528207468949,0.9532975603668808,0.9532975603668808,0.9532975603668808,0.9532975603668808,0.9277549223505837,0.9277549223505837,0.9277549223505837,0.9277549223505837
algorithm_hsw,0.9335168275607517,0.9335168275607517,0.9335168275607517,0.9335168275607517,0.9512037562236088,0.9512037562236088,0.9512037562236088,0.9512037562236088,0.9164756425242512,0.9164756425242512,0.9164756425242512,0.9164756425242512
asw,0.9301295502795103,0.9301295502795103,0.9301295502795103,0.9301295502795103,0.9492934593620586,0.9492934593620586,0.9492934593620586,0.9492934593620586,0.9117240751142349,0.9117240751142349,0.9117240751142349,0.9117240751142349
sspe,0.9407296351324171,0.9407296351324171,0.9407296351324171,0.9407296351324171,0.953047108673978,0.953047108673978,0.953047108673978,0.953047108673978,0.9287264888497564,0.9287264888497564,0.9287264888497564,0.9287264888497564
temporal-dbscan,0.9017921703811613,0.9021342766673642,0.9021498269531006,0.9021498269531006,0.924293136973638,0.9246437792866022,0.9246597175735551,0.9246597175735551,0.8803606940628178,0.8806946700469085,0.880709850773458,0.880709850773458
temporal-dbscan-sweep,0.9045117093159649,0.9047751894232167,0.9047751894232167,0.9047906882530551,0.923870886035872,0.9241400053823869,0.9241400053823869,0.924155835932182,0.8859472014330606,0.8862052737844033,0.8862052737844033,0.8862204545109529
ti_baseline,0.8025763977408449,0.8136226241410094,0.8136226241410094,0.8136384496802648,0.8381786629204198,0.8497148995950747,0.8497148995950747,0.8497314271547806,0.7698753662350281,0.7804715133666297,0.7804715133666297,0.7804866940931793
ti_dropout_filter,0.8028287243316072,0.8138838733702212,0.8138838733702212,0.8138838733702212,0.8391801731702068,0.8507358906014602,0.8507358906014602,0.8507358906014602,0.7694958480712887,0.7800919952028904,0.7800919952028904,0.7800919952028904
Trackintel_Hyperband_Search ,0.9003586777892922,0.9256825700622583,0.9256825700622583,0.9256980303139513,0.9172481139059079,0.9430470460380211,0.9430470460380211,0.9430627963018381,0.8840799720674631,0.9089460021556631,0.9089460021556631,0.9089611828822127
